,city,country,latitude,location_data_accuracy,longitude,state,availability,average_image_size,bathroom,bedroom,cat,date_available,description,dog,housing_type,image_number,laundry,parking,price,smoking,square_footage,url
4980028348,,,38.961500,0,-77.341800,,available now,27000, 2,2 ,,2016-03-10,"
        Open floor plan with large windows and two bedroom (two bathroom) and one den 
Modern appliances, hardwood flooring. Carpet in bedrooms. NEW CARPET AND PAINT.
Washer/Dryer in unit. Walk in closet in Master. parking space right after the lift.
Water and gas include.

 Building offers: Pool, Exercise Room, 24 hour concierge, valet, theater room, underground secured parking, conference rooms, party rooms, outdoor grilling/party space etc. etc.! Walk to shops and many, many restaurants.
email: 
 show contact info
",,condo,10,w/d in unit,attached garage,$2750,,,http://washingtondc.craigslist.org/nva/apa/4980028348.html
4980047805,Arlington,US,38.887425,0,-77.093575,VA,available now,38571, 1,1 ,cats are OK - purrr,2016-04-15,"
        1Bedroom (with large storage)  in the heart of the ACTION, Fine Dining, and great shopping where you find great restaurants and bar areas of Clarendon in Arlington. Steps from Clarendon Metro Station  (AVAILABLE IMMEDIATELY) with a gorgeous DC View

-	Beautiful upgraded kitchen with granite countertop in kitchen and bathroom, built in micro-wave, Gas stove and plenty of storage space; 
-	Beautiful wall to wall Berber carpet in bedroom
-	Hardwood in living room
-	In-unit Washer and Dryer; 
-	Gas fire place with remote control; 
-	Upgraded bathroom;

- $2,150/month - Includes Parking Spot and Storage.   
- One-month deposit; 
- 2 years lease;
- Rent by Owner

Building amenities include; Swimming Pool, Party Room, on-site manager, concierge, and interior courtyard. 

Best reached over email.....  Contact me immediately for viewing.  If you call my cell, please leave a message to call you back.
    ",,apartment,7,w/d in unit,attached garage,$2150,no smoking,700,http://washingtondc.craigslist.org/nva/apa/4980047805.html
4980061932,,,38.458600,0,-77.430600,,available now,54000,,2,,2015-04-15,"
Aquia Terrace Apartments  http://lincolnapts.com/su/n65s CONTACT US  Aquia Terrace Apartments 190 White Pine Circle, Stafford, VA 22554 
show contact info
 http://lincolnapts.com/su/n65s Office Hours:   Mon : 8:30am - 5:30pm   Tue : 8:30am - 5:30pm   Wed : 8:30am - 5:30pm   Thu : 8:30am - 5:30pm   Fri : 8:30am - 5:30pm   Sat : 10:00am - 5:00pm   Sun : 1:00pm - 5:00pm     Welcome Home to Aquia Terrace, Stafford's best-kept secret for your apartment needs. Located just off Route 1 in Stafford, Virginia, Aquia Terrace is nestled quietly within walking distance of daycare, supermarket, post office, pharmacy, gas station, dining, and dry cleaners! Professionally managed by Lincoln Property Company, our maintenance staff is on-call 24 hours for your convenience. Our spacious 1-, 2-, and 3-bedroom apartment homes are all equipped with full-sized washers and dryers, all-electric appliances in the kitchen featuring ice-makers, disposals, dishwashers, and self-cleaning ovens. Whether you work out in our 24-hour fitness center, relax by the pool, check your email in our business center, or join us for our monthly Resident Appreciation Events, Aquia Terrace offers you all of the comforts of home at reasonable rental rates. Call today for great move-in rates and lease term... COMMUNITY AMENITIES  Swimming Pool All Size Pets Playground Employer Discount Trash Pickup Clubhouse Emergency Maintenance Extra Storage Wireless Internet Access Green Community Accepts Credit Card Payments Accepts Electronic Payments High Speed Internet Access Close to Quantico! Voted a top-rated community to live in 2014 by ApartmentRatings.com! Military Discounts Business Center Fitness Center    
",,apartment,5,,,$1090,,930,http://washingtondc.craigslist.org/nva/apa/4980061932.html
4980108594,,,,,,,available now,135000, 3.5,4 ,cats are OK - purrr,2015-04-15,"
        STOP RENTING~~~~BUY and SAVE Thousands Every Single Year*****No landlords or Security Deposits!!  
Have 100's monthly in income taxes having a mortgage, none for renting.  Buy the same house you are renting for 100's less.  The combination between the two comes up to 1000's saved every year!  You actually have to make more income renting verses buying.
Wait, we can't forget about the Huge INVESTMENT~~~~~~~Credit 600 or better?  YES?
Then come let me help you find that dream home you have always wanted and have worked so hard for, instead of giving it to someone else to own a home.  We have all the little to no money down loans available(upon qualifying) and more options to help with lower monthly payment.  I can work with the seller trying to get them to pay most to all your closing costs.  Once approved, I will send you a listing of all homes available in your approval range.  If you could let us know a little information to get us started, we will contact you shortly after.
1.credit score*2.annual income*3.how long at place of employment*4.phone number to reach you*
Any foreclosure or bankruptcy needs two years past and if self employed, must be for close to two years and claiming taxes.
My information is provided in the reply option above, thank you.
*The price listed is an estimate--everyone and every home is different.  There are many homes available in a large range of prices to accommodate everyone and the picture shown is for advertisement*  All Virginia 



",dogs are OK - wooof,house,2,w/d in unit,attached garage,$2325,,,http://washingtondc.craigslist.org/nva/apa/4980108594.html
4980130825,Alexandria,US,38.804207,0,-77.049440,VA,available now,33750, 1,1 ,cats are OK - purrr,2015-06-15,"
        1 bedroom, 1 bath 4th floor apartment located in the heart of Old Town Alexandria and less than 1 mile from King Street Metro!  Features include high ceilings, hardwood floors!  Available mid-June.  Shown by appointment Mon-Fri 9am-4pm. Contact Cheryl Monno at 
show contact info
or 
show contact info
  Seaport Properties, 313 S. Washington Street, Alexandria, VA.  Licensed in VA and MD.
    ",,apartment,8,laundry in bldg,street parking,$1625,no smoking,886,http://washingtondc.craigslist.org/nva/apa/4980130825.html
4980143287,Arlington,US,38.896587,0,-77.089008,VA,available now,27000, 1.5,2 ,,2015-06-01,"
        2-BR, 1.5-BA Condo in Great Location.  Updated Kitchen with Stainless Steel Appliances.  Recently Updated Baths.  Parquet Floors.  Balcony with Poolside View.   Picnic Area.  Reserved Parking Space.  On-Site Manager.  Rent includes water and gas for cooking.  Sorry - no pets.

•	10-Minute Walk to Courthouse Metro Station (Orange/Silver Lines)
•	Easy Access to Key Bridge, GW Parkway, I-66, National and Dulles Airports
•	Plenty of Nearby Shopping, Eateries, and Entertainment
•	Walk/Bike to Clarendon/Rosslyn/Georgetown
",,condo,10,laundry in bldg,off-street parking,$2100,,900,http://washingtondc.craigslist.org/nva/apa/4980143287.html
4980224537,Alexandria,US,38.831317,0,-77.084498,VA,available now,33750, 2,2 ,cats are OK - purrr,2016-04-01,"
Contact info:Anthony Smith | 
 show contact info
>> Great Condo 1734 Dogwood Dr, Alexandria, VA 22302$1,895/mo KEY FEATURESSq Footage:  1086 sqft.Bedrooms:  2 BedsBathrooms:  2 BathsParking:  1 Off street | Guest parkingLease Duration:  1 Year (See Details Below)Deposit:  $1,895Pets Policy:  Cats OKLaundry:  In UnitFloor:  1Property Type:  CondoDESCRIPTIONLocated on a quiet street, this one-level, garden style condo in a small community is minutes from Shirlington, Old Town, and I-395. Walk to shops, restaurants, grocery, and much more.

Owner-managed, this condo features hardwood throughout and a newly renovated kitchen with granite, tile floors, and glass-front cabinets. The large living room features a wood-burning fireplace and looks out on to a sunny patio. The master bedroom suite has a large walk-in closet. Washer and dryer included in the unit.

Water is covered in rent; tenant is responsible for the electric bill only. Rent is $1895, with one month's rent due as a security deposit. Screening and application done through TransUnion's SmartMove service ($30 fee), which keeps your personal info private.

Features include:
- 2BD/2BA
- Master suite w/walk-in closet
- Updated kitchen
- Washer/dryer
- Patio
- Fireplace
- Reserved parking
- Small, quiet complex
- Great neighborhood
- Close to Old Town, Shirlington
- Walk to restaurants, shops, grocery, etc.
- On major bus lines (1 stop to Pentagon - 7 minutes)
- Owner-managedRENTAL FEATURESLiving roomDining roomWalk-in closetMaster bathPantryRange / OvenRefrigeratorDishwasherGarbage disposalBalcony, Deck, or PatioHeat: forced airCentral A/CCable-readyHardwood floorTile floorGranite countertopFireplaceCOMMUNITY FEATURESNear transportationGuest parkingOff-street parkingOn-street parkingLEASE TERMSTenant responsible for electric. Month-to-month after the first year.Contact info: Anthony Smith 
show contact info

",,condo,8,w/d in unit,off-street parking,$1895,,1086,http://washingtondc.craigslist.org/nva/apa/4980224537.html
4980240821,Arlington,US,38.882120,0,-77.106598,VA,available now,20769, 1,1 ,,2015-07-18,"
        Apartments for rent in Arlington, VA 
 Featured Amenities 
- 2 Blocks from Metro
- 24-Hour Front Desk
- 24-Hour State-of-the-art Fitness Center
- 24-Hour Business Center
- Game Room/Community Room/Media Lounge
- Playground & Courtyard
- Assigned Garage Parking
- Storage and Bike Lockers to rent
- Washer & Dryer in each unit
- Controlled Building Access
- Private Outdoor Pool
- Private Balconies

 Quincy Plaza, a Dittmar Company community, is a beautiful luxury high-rise apartment community offering one, two and three bedrooms with amazing specials and reduced rents on select apartment homes. You will find crown molding, decorative two-panel doors and two-toned paint finishes and sound dampening masonry walls between residences and wall-to-wall carpeting.  Our apartments come with a set monthly services charges which includes your utilities cost which ranges from $85 to $130 per month which is a huge savings.

Conveniently located between the Ballston and Virginia Square neighborhoods, Quincy Plaza is within walking distance to popular restaurants, bars and shopping. The Ballston/MU or Virginia Square/GMU metro stations, as well as the Ballston Common Mall are just three blocks from your new home. 

Give us a call @
 show contact info
and speak to our Leasing Agent about our specials, Because Where You Live Matters!

Apartment Amenities 
- Designer Kitchens
- Corian Countertops
- Air Conditioning
- Carpet
- Dishwasher
- Garbage Disposal
- Microwave
- Walk In Closets
- Full Size Washer Dryer In Unit

Community Features - Business Center Onsite
- Community Room
- Fire Place
- Controlled Access
- Courtyard
- Elevator
- Fitness Center
- Playground
- Pool
- View

More Details Lease Terms : 12 months
Pet Policy: Sorry, no pets. 
Prices Subject to change without notification.
View our floor plans @ www.RentDittmar.com, click on communities, then Quincy Plaza.

",,apartment,13,w/d in unit,attached garage,$2200,,805,http://washingtondc.craigslist.org/nva/apa/4980240821.html
4980241649,Arlington,US,38.882120,0,-77.106598,VA,available now,20769, 1,1 ,,2015-05-21,"
        Apartments for rent in Arlington, VA 
 Featured Amenities 
- 2 Blocks from Metro
- 24-Hour Front Desk
- 24-Hour State-of-the-art Fitness Center
- 24-Hour Business Center
- Game Room/Community Room/Media Lounge
- Playground & Courtyard
- Assigned Garage Parking
- Storage and Bike Lockers to rent
- Washer & Dryer in each unit
- Controlled Building Access
- Private Outdoor Pool
- Private Balconies

 Quincy Plaza, a Dittmar Company community, is a beautiful luxury high-rise apartment community offering one, two and three bedrooms with amazing specials and reduced rents on select apartment homes. You will find crown molding, decorative two-panel doors and two-toned paint finishes and sound dampening masonry walls between residences and wall-to-wall carpeting.  Our apartments come with a set monthly services charges which includes your utilities cost which ranges from $85 to $130 per month which is a huge savings.

Conveniently located between the Ballston and Virginia Square neighborhoods, Quincy Plaza is within walking distance to popular restaurants, bars and shopping. The Ballston/MU or Virginia Square/GMU metro stations, as well as the Ballston Common Mall are just three blocks from your new home. 

Give us a call @
 show contact info
and speak to our Leasing Agent about our specials, Because Where You Live Matters!

Apartment Amenities 
- Designer Kitchens
- Corian Countertops
- Air Conditioning
- Carpet
- Dishwasher
- Garbage Disposal
- Microwave
- Walk In Closets
- Full Size Washer Dryer In Unit

Community Features - Business Center Onsite
- Community Room
- Fire Place
- Controlled Access
- Courtyard
- Elevator
- Fitness Center
- Playground
- Pool
- View

More Details Lease Terms : 12 months
Pet Policy: Sorry, no pets. 
Prices Subject to change without notification.
View our floor plans @ www.RentDittmar.com, click on communities, then Quincy Plaza.

",,apartment,13,w/d in unit,attached garage,$2200,,805,http://washingtondc.craigslist.org/nva/apa/4980241649.html
4980244806,Arlington,US,38.882120,0,-77.106598,VA,available now,20769, 1,1 ,,2015-05-10,"
        Apartments for rent in Arlington, VA 
 Featured Amenities 
- 2 Blocks from Metro
- 24-Hour Front Desk
- 24-Hour State-of-the-art Fitness Center
- 24-Hour Business Center
- Game Room/Community Room/Media Lounge
- Playground & Courtyard
- Assigned Garage Parking
- Storage and Bike Lockers to rent
- Washer & Dryer in each unit
- Controlled Building Access
- Private Outdoor Pool
- Private Balconies

 Quincy Plaza, a Dittmar Company community, is a beautiful luxury high-rise apartment community offering one, two and three bedrooms with amazing specials and reduced rents on select apartment homes. You will find crown molding, decorative two-panel doors and two-toned paint finishes and sound dampening masonry walls between residences and wall-to-wall carpeting.  Our apartments come with a set monthly services charges which includes your utilities cost which ranges from $85 to $130 per month which is a huge savings.

Conveniently located between the Ballston and Virginia Square neighborhoods, Quincy Plaza is within walking distance to popular restaurants, bars and shopping. The Ballston/MU or Virginia Square/GMU metro stations, as well as the Ballston Common Mall are just three blocks from your new home. 

Give us a call @
 show contact info
and speak to our Leasing Agent about our specials, Because Where You Live Matters!

Apartment Amenities 
- Designer Kitchens
- Corian Countertops
- Air Conditioning
- Carpet
- Dishwasher
- Garbage Disposal
- Microwave
- Walk In Closets
- Full Size Washer Dryer In Unit

Community Features - Business Center Onsite
- Community Room
- Fire Place
- Controlled Access
- Courtyard
- Elevator
- Fitness Center
- Playground
- Pool
- View

More Details Lease Terms : 12 months
Pet Policy: Sorry, no pets. 
Prices Subject to change without notification.
View our floor plans @ www.RentDittmar.com, click on communities, then Quincy Plaza.

",,apartment,13,w/d in unit,attached garage,$1850,,685,http://washingtondc.craigslist.org/nva/apa/4980244806.html
4980304914,marshall,US,38.840500,0,-77.891100,va,available now,19285, 2.5,3 ,,2015-05-01,"
        Unique spacious House for the nature lover in quiet serene country setting with easy access to i66, shopping and local attractions

3 Bedrooms, 2.5 bath, 2 bonus rooms, ca. 2100 sqft

 - new and refinished wood floors throughout (except master bedroom and bathrooms)
 - new paint throughout 
 - 3 bedrooms. Large Master bedroom has carpet, huge walk-in closet, Juliet balcony and is on its own level with a landing at the top of the stairs. No bedroom shares a wall with another bedroom. This makes this house very suitable for room mates. 
 - living room with two story ceilings, gas fireplace AND wood stove (plenty of wood for next winter included)
 - large dining room
 - kitchen with side-by-side refrigerator, maple cabinets, gas cooktop, two ovens
 - laundry room
 - 2 bonus rooms - use as TV rooms, offices, guest quarters
 - 2.5 bathrooms
 - plenty of basement storage (there is also a shed for garden tools)
 - Heatpump for central A/C and heat. 
- access to 11 private mostly wooded acres

 Location: 
 - easy access to i66, shopping and restaurants
 - some distances:  15 miles to picturesque Warrenton (shopping, restaurants, hanging out), 15 miles to Haymarket (Walmart, etc),  44 miles to Tyson's Corner, 19 miles to Gainesville (big box shopping)
 - wineries: too many wineries to list. It is a beautiful 3 mile hike/bike on paths through woods and fields (only a few hundred yards along tertiary paved country roads) to the nearest winery - Cobbler Mountain Cellars (wines and hard cider). 
 - hiking: (not counting the hike to Cobbler Mountain Cellars from front door): Sky Meadow State Park, Shenandoah National Park, Wildcat Mountain, GR Thompson State Wildlife Management Area
 - equestrian: 10 minutes to Great Meadows and of course the house is in the eastern part of Virginia's horse country

$1950, 1 month security deposit, $45 non-refundable application fee per adult. Background and credit check. Employment verification. 

Sorry, but no smoking (inside), no illegal drugs, no hunting, no cats, dogs or birds. Farm animals (goats, chicken, llamas, donkeys, ponies, sheep, mules, etc.) welcome.  You would need to provide fencing and housing. 

Available May 1 
(Can also be rented with guest house for $2500. May be used as office,  sublet, or AirBnB income stream,dogs allowed in guest house )
    ",,house,14,w/d in unit,off-street parking,$1950,no smoking,2100,http://washingtondc.craigslist.org/nva/apa/4980304914.html
4980324784,Sterling,US,39.052768,0,-77.419329,VA,available now,11250, 2,3 ,,2016-04-02,"
        Discover the beauty and elegance of Victorian architecture in a modern, forward-thinking design. Stately trees stand watchful over a corner plot, and soaring windows illuminate the life inside. Experience the privacy and convenience of a detached home at the value of a town home. Find this modern retreat in an amenity-filled community close to the new Silver Line Metro.
    ",,house,24,w/d in unit,off-street parking,$2000,no smoking,1378,http://washingtondc.craigslist.org/nva/apa/4980324784.html
4980378650,Manassas,US,38.793020,0,-77.507193,Va,available now,33750, 3,4 ,,2015-04-27,"
        Available April 27th

Updated spacious 4 bedroom 2 full & 2 half bath town house in the lovely sudley manor area of Manassas, VA. Near shopping (Costco, K-mart, Home Depot, etc), dining, entertainment (Water Park), and just minutes from I-66 and convenient to Washington D.C.

Unit features about 1,800 sqft of space, has three levels all above ground. 

Main level has the living room, adjacent to dining area, and big kitchen with breakfast area and a walk-in pantry; first level has an entertainment area with a fireplace, a half bath and a bedroom; top level has three good size bedrooms, master bedroom has high ceiling, on-suite bathroom, and walk-in closet. 

Dishwasher, washer & dryer are in the unit. 

Unit has a gated back yard, two designated parking spots in front of the building. Community pool and tennis court within couple minutes of walk.

Whole unit interior painted and updated a little over a year ago, invluding high-end lighting, kitchen countertop, sink & faucet, fridge, stove, washing machine, ceramic tiles in kitchen and bathrooms, vanities, toilets, and faucets in main level bath and master bath. 

Rent is $1,600/month. Trash removal service included in the rent. Minimum 1 year lease. First month and security deposit due on signing of lease. 

This unit is smoke free and pet free. Credit check required for each adult on the application and an application fee of $50 per adult applicant is required.

Link to the property: http://mrislistings.mris.com/DE.asp?k=4324862K4Mc&p=DE-275668665-66

",,townhouse,8,w/d in unit,off-street parking,$1600,no smoking,1800,http://washingtondc.craigslist.org/nva/apa/4980378650.html
4980395042,,,,,,,available now,30000, 2,3 ,cats are OK - purrr,2015-04-16,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing 

 Community Amenities 

• Expansive Club Suite 
• Games Room 
• 24-Hr. Fitness Center 
• Garage Parking 
• On-site Storage 
• Availability 24 Hours 
• Club House 
• Concierge 
• Cover Park 
• Elevator 
• Free Weights 
• Garage 
• Laundry 
• On Site Maintenance 
• Pool 
• Storage Space 
• Sundeck 

 Apartment Amenities 

• Eat-in-kitchen 
• Modern kitchen appliances 
• Wall-to-wall Carpet 
• Separate dining area 
• Air Conditioner 
• Balcony 
• Controlled Access 
• Dish Washer 
• Disposal 
• Individual Climate Control 
• Large Closets 
• Microwave 
• Patio 
• Refrigerator 
• View 
• Ceramic Tile Flooring In Bathroom 

 Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing 
",dogs are OK - wooof,apartment,9,laundry in bldg,attached garage,$2700,,1708,http://washingtondc.craigslist.org/nva/apa/4980395042.html
4980397677,Arlington,US,38.895612,0,-77.096300,VA,available now,67500, 1,2 ,cats are OK - purrr,2015-06-30,"
        Lyon Village Apartments is currently offering a 2bd/1ba renovated apartment in their historic 1930's family-owned complex, conveniently located less than 1/2 mile from the Clarendon metro station. This corner unit features 947 square feet of space, windows on three sides, parquet flooring, all new kitchen and bathroom and in-unit washer/dryer.  Private street entry available!  View our virtual tour here: lyonvillageapartments dot com /tour

Rent this beautiful unit for just $2200 per month - rent includes parking and all utilities except electric. Receive $300 off your first month's rent!
    ",,apartment,4,w/d in unit,off-street parking,$2200,,947,http://washingtondc.craigslist.org/nva/apa/4980397677.html
4980400722,,,,,,,available now,15000, 1,1 ,cats are OK - purrr,2015-04-16,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit.


24-hour on-site maintenance
Business center
Dog run
Garage parking *
Internet cafe© and coffee bar
Media lounge
On-site storage *
Package reception
Resident events
Resort-style swimming pool
Trash valet
Bike storage *
Concierge services available seven days a week
Fitness center
Guest suite
Lawn elevated community green
On-site management
Outdoor grilling area
Public area Wi-Fi
Resident lounge
Smoke-free community
Valet dry cleaning services
42"" espresso cabinets with brushed chrome pulls
Ceramic tile flooring
Extended living rooms
Heat
Kashmir granite countertops
Microwave
Sink disposal
Stainless steel dishwasher
Stainless steel refrigerator with icemaker
Sunroom
Vaulted ceilings
Balcony or patio with additional storage
Controlled access building
Full-sized side-by-side washer and dryer

Please call 
 show contact info
or email 
 show contact info
 to schedule a visit.
    ",dogs are OK - wooof,apartment,18,w/d in unit,attached garage,$1626,,735,http://washingtondc.craigslist.org/nva/apa/4980400722.html
4980404334,,,,,,,available now,27000, 1,1 ,cats are OK - purrr,2015-05-30,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing Mon-Sat 10am-5pm and Sundays 12pm-4pm.

    Cable and High-Speed Internet Available
    Ceramic Tile Flooring in Bathroom
    Dishwasher
    Disposal
    Gourmet Kitchens- In Select Units Only
    Hardwood Design- In Select Units Only
    Microwave- In Select Units Only
    Private Balcony/Patio
    Refrigerator
    Spacious Rooms
    Walk in Closets- In Select Units Only
    Wall-To-Wall Carpet - In Select Units Only
    Washer and Dryer in 2 BRs and 3 BRs
    24-Hour Business Center
    24-Hour Fitness Center
    ATM Machine
    Club Room
    Community Walking Trails
    Concierge
    Convenience Store
    Elevator
    Garage Parking
    Hair and Nail Salon
    High Speed Internet
    On-Site Dry Cleaning Service
    On-Site Laundry Facilities
    On-Site Maintenance
    On-Site Management
    On-Site Storage
    Package Acceptance
    Resort-Style Pool
    Walking Distance to Crystal City Metro
    Walking distance to Crystal City Underground Shops & Restraurants
    Walking Distance to Pentagon Row Shops and Restaurants

Please call 
 show contact info
or email 
 show contact info
 to schedule a visit. Showing Mon-Sat 10am-5pm and Sundays 12pm-4pm.
    ",dogs are OK - wooof,apartment,10,laundry in bldg,attached garage,$1600,,871,http://washingtondc.craigslist.org/nva/apa/4980404334.html
4980417776,,,,,,,available now,19285, 2,2 ,cats are OK - purrr,2015-04-21,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit.


* Designer kitchens with cherry wood cabinets
* Premium black appliances including built-in microwave
* Optional upgraded stainless steel package
* Oversized breakfast bar
* Track lighting
* Ceramic tile foyers, kitchens and bathrooms
* Wall to wall carpet, choose from two styles
* Abundant closets and optional extra storage space
* Full-size washer/dryer in every apartment home
* Two-tone beige walls with white trim
* Courtyard views available
* We have flexible lease terms, 3 -24 month leases are available

* Energy efficient windows with mini blinds
* Personal climate control gas heating
* Gas cooking
Controlled Access Buildings with a guest intercom


* Convenient to Pentagon City and Crystal City Metro Stations
* Metrobus stops in community
* Complimentary shuttle Service to Pentagon City Metro
* Less than 5 minutes to I-395 and I-66
* Located in a quiet, established neighborhood
* Walking distance to stores and restaurants

* Quiet, established, private neighborhood
* 24-hour club room with fireplace and cinema setup
* 24-hour business center with free wi-fi
* 24-hour state of the art fitness center
* Free off-street parking and/or optional controlled access parking garage
* Sparkling swimming pool
* Complimentary shuttle Service to Pentagon City Metro
* ""Managed with Pride"" staff
* Resident Services


",dogs are OK - wooof,apartment,14,w/d in unit,off-street parking,$1800,,972,http://washingtondc.craigslist.org/nva/apa/4980417776.html
4980422343,,,,,,,available now,15882, 2,2 ,cats are OK - purrr,2015-04-30,"
        Close to Major Highways Close to Public Transportation Cats and Dogs Welcome, No Weight Limits
Fairfax County Public Schools

Please call 
 show contact info
or email 
 show contact info
 to schedule your appointment!!


Great Storage Space
Access to Daylight from Open Floor Plans
High Ceilings
Separate Dining Room
Swimming Pool & Sundeck
Free Wi-Fi Hotspot in Clubhouse
Fully Equipped Kitchen
Dishwasher
In-home Washer/Dryer Air Conditioning
Balcony or Patio
Fitness Center
Business Center
Resident Events
Package Receiving
Car Care Area
Dog Park
Beautifully Landscaped Grounds
On-site Parking
Close to Shopping, Dining, & Entertainment


Please call 
 show contact info
or email 
 show contact info
 to schedule your appointment!!

",dogs are OK - wooof,apartment,17,w/d in unit,off-street parking,$1580,,1100,http://washingtondc.craigslist.org/nva/apa/4980422343.html
4980571743,,,,,,,available now,0, 2,4 ,cats are OK - purrr,2015-04-15,"
        Dulles Springfield





























































Delight in the contrast of the laid back atmosphere of the beaches the epicurean delights of St Johns Town Center and the twinkling lights of downtown Jacksonville. Although our,munity is scaled to a more personal size theres a     ling of expansiveness and a surprisingly generous choice of activities just steps from your front door. Once you enter the property the lush landscape will grab your attention immediately. Rather enjoying a day by our resort style pool or getting in your cardio in our 24 Hr Fitness center those are just two of the many amenities that we have here at The Colonnade. Colonnade at Regency is now offering apartments in Phase II with more upscale amenities. TODAY to secure your new home and start REALLY living your best lifeOur,munity participates in the Military Partnership Program. Receive 5 monthly discount off the market  2 bedroom 2 bath with patio is only 8mo for military,munity offers preferred employer program including a 3 monthly discount. for current specials which may offer an even larger discountFloor PlansNameRentBedsFull BathsHalf BathsSqFtThree Bedroom Sunroom1235  12732137Three Bedroom Patio12  12332126Two Bedroom Loft with Sunroom125  1265221465Two Bedroom Patio with Upstairs Loft1215  123221338Two Bedroom Sunroom1  1136221256Two Bedroom patio
 show contact info
ne Bedroom Loft/Patio85  11511138One Bedroom Sunroom with Upstairs Loft
 show contact info
ne Bedroom Sunroom25  61164One Bedroom Patio875  211836
    ",dogs are OK - wooof,house,0,,,$1200,,1417,http://washingtondc.craigslist.org/nva/apa/4980571743.html
4980680318,ALEXANDRIA,US,38.890405,0,-77.068565,Vi,available now,19285, 1,1 ,,2015-06-01,"
        Available June 1

$1550 per month with 1 year contract or
$1700 per month for shorter contracts

Please respond with your phone number so I can contact you. 

Furnished studio apartment with 
- brand new furnishings
- queen bed (pull-down Murphy bed)
- desk
- huge closets
- newly remodeled kitchen
- extensive bookshelves
- eating area
- new appliances
- hardwood floors
- covered reserved parking place included
- short walk to the metro
- FREE UTILITIES INCLUDING WIFI AND CABLE TV
- and pretty much a perfect location for people working or studying in DC, Arlington, Georgetown, or the surrounding areas. 
- walking distance to Rosslyn metro
- walking distance to grocery store, restaurants, Key Bridge, Roosevelt Island, Arlington Cemetery, etc.

Deposit of one month's rent required upon signing contract.
    ",,apartment,14,laundry in bldg,attached garage,$1550,,400,http://washingtondc.craigslist.org/nva/apa/4980680318.html
4980761425,,,,,,,available now,18000, 2,3 ,cats are OK - purrr,2015-04-21,"
        Please call 
 show contact info
or email 
 show contact info
 to schedule a visit.
Showing Mon-Sat 10am-4pm and Sunday 12-4pm


 Apartment Amenities

    Eat-in-kitchen
    Modern kitchen appliances
    Wall-to-wall Carpet
    Separate dining area
    Air Conditioner
    Balcony
    Controlled Access
    Dish Washer

    Disposal
    Individual Climate Control
    Large Closets
    Microwave
    Patio
    Refrigerator
    View
    Ceramic Tile Flooring In Bathroom

 Community Amenities

    Expansive Club Suite
    Games Room
    24-Hr. Fitness Center
    Garage Parking
    On-site Storage
    Availability 24 Hours
    Club House
    Concierge
    Cover Park

    Elevator
    Free Weights
    Garage
    Laundry
    On Site Maintenance
    Pool
    Storage Space
    Sundeck

Please call 
 show contact info
or email 
 show contact info
 to schedule a visit.
Showing Mon-Sat 10am-4pm and Sunday 12-4pm

",dogs are OK - wooof,apartment,15,laundry in bldg,attached garage,$2720,,1713,http://washingtondc.craigslist.org/nva/apa/4980761425.html
