,city,country,latitude,location_data_accuracy,longitude,state,availability,average_image_size,bathroom,bedroom,cat,date_available,description,dog,housing_type,image_number,laundry,parking,price,smoking,square_footage,url
4996984348,Arlington,US,38.887100,0,-77.093200,VA,available now,27000, 2,2 ,cats are OK - purrr,2015-04-26,"
        Our top referral source is our residents! Meridian at Courthouse Commons offers Arlington's finest amenities and floor plans in a convenient location.  Our community is where casual elegance meets the metropolitan energy of our neighborhood to make the quintessential ""Best of Both Worlds"" experience.

Market Rent: $3,100 per month

Promotion: 2 months off spread over the course of 12 months.  That is, starting your first full month through the end of the lease, rent will be $2,583 per month.  Also, apply within 24 hours of your initial tour and we will apply your $400 move-in fee to your 1st month's rent!!!

Model: Dominion, Square Ft: 996, 2Bed/2Bath, 1 Glass-Enclosed Sunroom, Floor: 4th

Pets:  Cats Only. $300 Non-Refundable Pet Fee.  $30 per month per cat.  2 cats max.

The Apartment:  Spacious, bright, wood style flooring, granite countertops, custom-built cabinetry, GE stainless steel appliance suite, Nest Learning Thermostat, organic stone and glass backsplash, ceramic tile flooring in the bathroom and closet housing the full-size stackable Energy Star washer and dryer.

The Community: Convenient and comfortable living with concierge desk, controlled access entry system, on-site convenience store, 24 hr emergency maintenance, package acceptance, indoor garage parking, 24 hour fitness center, fitness classes, racquetball and basketball courts, free wi-fi in public areas, guest suites, car detailing stations, free bike storage, complimentary coffee on weekdays, with trash & recycling included in rent.

The Neighborhood:  Deemed Arlington's ""Civic Center,"" Courthouse is located along the Orange and Silver METRO lines with a growing array of restaurants, pubs and lounges, an AMC Movie Theatre and, for the coffee lovers, Starbucks & Dunkin Donuts.  On Saturdays, visitors can stroll through the Arlington Farmers Market and Arlington Urban Village Market for fantastic locally produced foods and a variety of crafts and antiques.  

The Location:  Meridian at Courthouse Commons is within walking distance of Clarendon and just up the hill from Rosslyn and Washington D.C.'s Historic Georgetown.  This makes for an easy walk or quick bus ride to Whole Foods and Trader Joes as well as the Market Commons Shopping Complex which is home to Pottery Barn, Crate & Barrel, The Apple Store, Barnes & Noble and The Container Store.  Jump on a Bike Share bike and hit one of the many biking trails for a leisurely Sunday ride or take Zip Car for a quick trip to the Georgetown Waterfront to kayak, dine or people watch.

Please email or call for more information or to set up a tour today.  Also, visit our website at 
www.meridiancourthouse.com to view additional floor plans, availability, pricing and promotions.

Pricing, promotions & availability are subject to change without notice. Equal Housing Opportunity.
",,apartment,10,w/d in unit,attached garage,$2583,,996,http://washingtondc.craigslist.org/nva/apa/4996984348.html
4996899017,,,38.758900,0,-77.087300,,available now,0, 1.5,2 ,,2015-05-01,"
        2 BED ROOM, 1.5 BATH AVAILABLE MAY 1ST, **Utilities included**
    ",,condo,0,laundry in bldg,,$1595,no smoking,,http://washingtondc.craigslist.org/nva/apa/4996899017.html
4996898117,,,,,,,available now,0, 1,1 ,cats are OK - purrr,2015-06-01,"
        Move in June 1st! Cozy, private end unit 1 bedroom, 1 bath second level condo for rent in the gated Bryson Condo community in Herndon/ Oak Hill, VA. Overlooks the courtyard and has all essential luxury upgrades needed for a hassle free life! Walk across to 24 hr Harris Teeter grocery store, dine at one of the 9 restaurants including an Irish pub, hang out at Starbucks or work out at LA boxing and simply walk back home.


Go to www.dullesrentals.com for a Complete Slideshow


Other features include:


- Granite Countertops with custom pullout faucet in sink


- All Stainless steel appliances (fridge, space saving microwave, dishwasher and gas stove/oven) in the kitchen 


- Ceramic tile in the foyer, kitchen and bathroom 


- Bright and airy bedroom with walk in closet fitted with custom shelving


- Large bathroom with garden style tub and custom hand-shower


- Full-size washer and dryer in closet with custom shelving


- Huge balcony with view of courtyard garden and main gate


- Elevator available in the building  (not the case for other buildings at the Bryson)


- Covered garage parking (included with rent) on same level.



Amenities at the Bryson community include: 


- Gated community entry


- 24 hr security patrol on grounds


- 2 swimming pools with spa hot tub 


- Clubhouse with bar, big screen TV, pool table, and shuffle board (club house can be rented for parties/events)


- 24 hour fitness and business center with wi-fi.


- Gas grills and outdoor tables 



If you work in DC and don't want to pay DC rents, this is the ideal place to live at.Leave the car behind and take the bus to Falls church metro (20 mins).Walk to Herndon Monroe Park and Ride or take a bus from right outside the community.$14 cab ride to Dulles international airport (5 miles).1.5 miles to Dulles toll road (rt 267).  Walking distance to Volkswagen, BAE, Fannie Mae, Nissan, Boeing and many more.



Terms: 


$1425/month, 12 month lease minimum, non-smoker preferred. Utilities not included.


$35 application fee for credit check


$300 non-refundable move-in fee 


One month's rent as refundable security deposit 


Pets: On case by case basis with $250 non-refundable pet fee 

    ",dogs are OK - wooof,condo,0,w/d in unit,detached garage,$1425,no smoking,731,http://washingtondc.craigslist.org/nva/apa/4996898117.html
4996789497,Alexandria,US,38.813777,0,-77.147082,VA,available now,33750, 2.5,2 ,cats are OK - purrr,2015-05-08,"
        Two Spacious Master BR Suites! Wonderful Lincolnia Mews Location, Near 395 for Easy Commuting!! Marble Fireplace in Living Room + Beautiful Hardwood Floors! Open Floor Plan on Main Level, with Lots of Light from Big Windows! Large Deck, Just Refurbished -- Enjoy the Outdoors! Finished Basement Rec Room (or 3rd Bedroom). Shows Very Nicely! Garage + Visitor Parking! Hurry -- This One is Priced To Rent Quickly!
*Property is Professionally Managed By: Elite Management, 
 show contact info

**Available: 05-08-2015  Seeking 12 to 36 month lease
***See Full Listing at: http://www.mrishomes.com/rentals/6359-BATTLEMENT-WAY-ALEXANDRIA-VA-22312-146824015
****View More Elite Listings @ www.elitemanagementva.com
",dogs are OK - wooof,townhouse,8,w/d in unit,attached garage,$2275,no smoking,1944,http://washingtondc.craigslist.org/nva/apa/4996789497.html
4984928334,,,38.676000,22,-77.316300,,available now,0, 2,4 ,,2015-04-18,"
AMENITIES: Dishwasher, Clothes Washer, Clothes Dryer, Cooking Stove/Range with oven, Refrigerator(s), W/W Carpeting or Hardwood floors. 
All credit situations including foreclosures, short sales, poor credit will be considered. Security deposit is determined based on application review. 
If you have big pets kindly advise to confirm mutual suitability before asking further questions.  
Big pets will increase the rent and security deposit.  

Note the STREET NAME of the house you are interested in renting before calling. 
ONLY calls at 
 show contact info
for prompt progress. NO EMAILS please. 
We own these properties and hence can do rentals ONLY for the properties listed below and on our web site.  Cannot consider tenant if accompanied with realtor. 
 On the web site http://www.VirginiaRS.com/forrent.htm   click on the street name were house of interest is located and at bottom will be the PHOTOS link for that house.  
Regular, Corporate and Section 8 tenants considered.  
RENT TO OWN, LEASE PURCHASE OPTION AVAILABLE NOW  !!  

☰▉ Pheasant Lane, Woodbridge. 
$1500 pm. Includes trash and HOA fees. Available immediately. Minimum 2 year lease. 
3 level townhouse. Top level has 3 bedrooms and 1 full bath room. Basement with rear entrance has 1 full bath room, 1 room, recreation / living room with fireplace. Main level has living room, spacious dining room. Washer and drier in house. Deck and Fenced yard. Walk to bus stop. 
Viewings by mutual appointment. 

**** Glendale Road, Dale City, Woodbridge. 
$1550 pm. Available February 2015. 
2 level raised rambler with 3 bedrooms, 2 living rooms and 2 bath rooms. Lower level has BIG recreation area, kitchen, spacious dining room, utility area with washer and drier. Fenced big yard. 
Viewings by mutual appointment. 

☰▉ Langtree Ln, Dale City, Woodbridge. 
$1650 pm. Available Immediately. Minimum 2 year lease. 
2 level fully remodeled raised rambler. 4 rooms, 2 living rooms, 2 full Baths with 1 bath on each level. Remodeled kitchen with New stainless steel appliances. Deck opens to BIG Yard. Tiled kitchen and dining room. Remodeled Bathrooms. New Carpet, New Paint in entire house. Washer and drier in house. New Driveway. Walk to bus stop. 
Viewings by mutual appointment. 

We have rental properties in Woodbridge and Dumfries. Tenants need to pay rent on time and also take good care of the house. Please   go to another browser window    http://www.VirginiaRS.com/forrent.htm   for detailed information by clicking on the STREET NAME of house location -- date available, monthly rent, photos link, Google neighborhood map.  Please call after checking all details of each of the houses on our web site with STREET NAME for any specifics or for coordinating viewing of the house. 
 ONLY calls for prompt progress. NO EMAILS please.  
Call  in case of questions. 
Este anuncio esta disenado para informar a la comunidad de propiedades disponibles para rentar
Buenas referencias de renta. Buenas referenceas de trabajo. No record de felonias.
No record de evicciones (ser sacado de una vivienda rentada por falta de pago). Un id valido.

Propiedades disponibles: 
Muchas opciones disponibles en el area de Woodbridge, Dumfries. Si esta interesado llame al 
 show contact info


Location - Close to I-95, Quantico Marine Base, Fort Belvoir, Sentara Hospital, INOVA Hospital.  Woodbridge Dumfries Quantico Ft Belvoir Manassas Lake Ridge Triangle 22191  22192   22193   22026  20110

    ",,house,0,w/d in unit,carport,$1550,,,http://washingtondc.craigslist.org/nva/apa/4984928334.html
4996567359,Arlington,US,38.851105,0,-77.068405,Va,available now,90000, 2,3 ,cats are OK - purrr,2015-05-01,"
        3 level townhouse-hardwood floors throughout, stainless steel appliances, 2 bathrooms, Washer/Dryer, Dishwasher, etc. Available 5/1 but rent starts 5/15!  Great location-near 395 Glebe Road exit, Shirlington dinning, Potomac Yards, Pentagon Row, etc. Giant, Gold's gym, BB&T bank, Diner right across the street. Running/bike path also across the street. 

Bus line is right out front. Nearest metro is Pentagon City-1.5 mile, 5 miles to DC. 2 assigned Parking spots in lot and plenty of street parking available. 

2 bedrooms on top floor-share bathroom, 3rd bedroom is entire bottom level with private bathroom with walk out fenced patio backed to hill, trees. Utilities run/month: power=$100, Water/Sewer $45 and cable. Trash and yard maintenance are included.  2 parking spots

$2400 Deposit due at lease signing. Pet deposit required $500.  No more than 3 adults living in the house.  

Please email for a time to see the house. 

",dogs are OK - wooof,townhouse,3,w/d in unit,off-street parking,$2400,no smoking,1200,http://washingtondc.craigslist.org/nva/apa/4996567359.html
4996557959,,,38.873800,0,-77.114200,,available now,45000, 1,1 ,cats are OK - purrr,2015-04-25,"
        An amenity rich community, THE VIEW has been designed to meet LEAD Silver standards, and offers a service-focused approach to living. Pets friendly..

VISIT US FOR A TOUR TODAY.

CALL US @ 
 show contact info
",dogs are OK - wooof,apartment,6,w/d in unit,attached garage,$2075,,750,http://washingtondc.craigslist.org/nva/apa/4996557959.html
4996315240,Arlington,US,38.879874,10,-77.107495,VA,available now,67500, 1,1 ,cats are OK - purrr,2015-04-25,"
 Minutes from restaurants, shopping and the Ballston Metro. Enjoy our rooftop pool, fitness center, and stunning views of the DC skyline.  Pollard  1  bed / 1 bath / 670 sq ft / $2,090 Liberty Tower 818 N Quincy St Arlington, VA 22203 Property Website:  http://www.eqrworld.com/virginia/alexandria-arlington-apartments/ballston/liberty-tower-apartments.aspx?ilsid=93 Want more information? http://unit-availability.com/lead/5ey754328170/1?extnId=4412368 Call Us Today! 
 show contact info
x488  Property Description  Search no further you've found the new home of your dreams! Located in the heart of Arlington's lively Ballston neighborhood Liberty Tower is how home should feel. Liberty Tower boasts spacious floor plans spectacular views and amenities galore. Relax by the rooftop pool bask in the glory of the Washington Monument from our beautiful roof terrace or unwind after a long day in our fully equipped gym. Liberty Tower features gourmet kitchens with granite countertops apartments with floor to ceiling windows and a concierge on duty dedicated to making you VERY SATISFIED.  Floor Plan/Unit Features  * Private Patio  * Washer/Dryer in Unit  * Large Closets  * View  * Private Balcony  * Garage  Property Amenities  * Business Center  * Gate  * Fitness Center  * Pool  * Smoke Free Living  * Concierge  * Clubhouse  * Package Receiving  * Garage  * Transportation Lease Terms: Flexible terms Parking:Pet Policy: Cats and Dogs are allowed. Units: 235 Office HoursMonday:   9:00am to 6:00pm Tuesday:   9:00am to 6:00pm Wednesday:   10:00am to 6:00pm Thursday:   9:00am to 7:00pm Friday:   9:00am to 6:00pm Saturday:   9:00am to 5:00pm Sunday:   12:00pm to 5:00pm Management Company: Equity Residential Call Us Today! 
show contact info
x488 Equal Housing Opportunity
",dogs are OK - wooof,apartment,4,w/d in unit,attached garage,$2090,no smoking,670,http://washingtondc.craigslist.org/nva/apa/4996315240.html
4996201928,,,38.819100,0,-77.148400,,available now,67500, 2,3 ,cats are OK - purrr,2015-04-25,"
        Morningside



*""I'm a longtime resident. The apartments are very big and everything is included.""* -- *Resident *

*""Love it!""* -- *Resident *

*""Relatively affordable, easy access to shops and public transportation, easy access to metro, 395 & 495.""* -- *Resident *

The monthly rental price stated on Craigslist is accurate at the time or post.
Please call to verify all pricing and availability as it may be subject to change daily.

Morningside / Equal Housing Opportunity
:-. .-: :::--.-::::.-----.::.-:: :----.-----.----:.-:-:.-:::: :::-.---::
    ",dogs are OK - wooof,apartment,4,laundry on site,off-street parking,$2039,,1368,http://washingtondc.craigslist.org/nva/apa/4996201928.html
4992981193,Ashburn,US,39.014449,0,-77.509124,VA,available now,27000, 2.5,2 ,cats are OK - purrr,2015-04-25,"
Apartment Amenities:
-Private garages with remote door openers available
-Ceramic Tile Foyers
-Built-In Home Theater Surround Sound
-Instant-on high speed internet access and cable TV
-Ceiling Fans
-Nine-Foot Ceilings
-Island Kitchens and Two-Sided Fireplaces Available (Per Home Plan)
-Luxurious 1Br, 2Br, 3Br and Townhome Designs

Community Amenities:
-Swimming Pool
-Playground
-24-Hour Business Center
-Fitness Center Open 24 Hours/Day
-Minutes from Dulles International Airport
-Close to Routes 50, 28 and I-66 for Easy Commuting
-Part of the Broadlands Master-Planned Community
-Flexible Lease Terms
-Fastidiously Landscaped Grounds
-Rentable Clubhouse with Wet Bar and Plasma TV

Call: 
 show contact info
",dogs are OK - wooof,apartment,10,w/d in unit,attached garage,$1971,,1538,http://washingtondc.craigslist.org/nva/apa/4992981193.html
4987014410,,,,,,,available now,11739, 3,4 ,,2016-04-15,"
        Fabulous 4 Large Bedrooms, 2 car garages, single family home,  formal large living and dining rooms, wide kitchen open to family room, huge sun room, master bedroom with luxurious bath & large walk-in closet. stainless steel appliances. Huge deck at rear, 3,800 SF of living space for two levels. Conveniently located and easily accessible to Rt 50, RT29, I-66, shops, schools & restaurants. Available immediately. Rent..$3,250/MO
    ",,house,23,w/d in unit,attached garage,$3250,,3800,http://washingtondc.craigslist.org/nva/apa/4987014410.html
4995942497,,,38.749200,0,-77.487800,,available now,0,,0,,2015-09-16,"
        do you have problems renting or qualifying because of credit ?
than why not fix the problem by fixing the cause 
your credit files ?
I can assist you legal and permanent
e mail or text me at 
 show contact info
",,apartment,0,,,$285,,1346,http://washingtondc.craigslist.org/nva/apa/4995942497.html
4995988687,,,38.873800,22,-77.114200,,available now,54000, 1,0 ,cats are OK - purrr,2015-05-01,"
View More Photos and
Floor Plan Graphic / Vacancy Details!

See details below.

http://www.ballstonparkcl.com


Ballston Park Apartments

Building & Floorplan Description:

Home Layout Type: 
Unique Floor Plan Layouts: 15
Total number of Units on Property: 512

 Call Now: 
show contact info

 351 N. Glebe Road, Arlington, VA 22203
 WalkScore: 90 TransitScore: 69 BikeScore: 79

 ""The Lee"", 0 bed/1 bath, 470 sqft, Flat/Single Level

Ballston Park is a historic colonial brick apartment community in Arlington, Virginia. Enjoy our up-to-date amenities and contemporary apartment interiors. A quick walk to shopping, dining, and the Ballston Metro Station or easy access to Route 50 and Route 66. Ballston Park is a commuters dream no matter what commute. 


 Interior FeaturesGas Range and Built-in MicrowaveIndividually Controlled A/C and HeatOversized ClosetsMini Blinds and Ceiling FansControlled Access*Balcony*Full Size Washer/Dryer Community AmenitiesSwimming poolClubroom with large-screen TV and free Wi-FiFitness centerPlaygroundLaundry facilitiesControlled accessClose to public transportationCats and dogs welcomeStorage24-Hour Emergency MaintenanceParkingBallston Park is a historic colonial brick apartment community in Arlington, Virginia. Enjoy our up-to-date amenities and contemporary apartment interiors. A quick walk to shopping, dining, and the Ballston Metro Station or easy access to Route 50 and Route 66. Ballston Park is a commuters dream no matter what commute.

Why Ballston Park Apartments is the best place to come home to in the Arlington area

""I was very impressed by Ballston Park, especially the staff. Maintenance requests were always dealt with quickly, and they have pest management on a weekly basis for when you request it. It is the DC area, you will get bugs, but it was never an issue to deal with the front desk about it."" -- Colin S

""I've been here since April, and we haven't had any real problems.  Everything is really solid, and we don't often hear our neighbors inside our apartment,..Management has been super responsive when we've had issues."" -- Meg T

""I'm a girl in my early 20's, and I've never felt unsafe. I really love having a 24-hour CVS right there, not to mention a kabob place (open until 4am).. You're a mile away from the metro, but there are several buses that pick up really close by, and the trade off is definitely worth it for me."" -- Resident 

Cats Allowed / Dogs Allowed
Breed and weight restrictions may apply.
Dogs: Breed restrictions apply
Pet Fees: $40 pet rent per month
Pet Deposit: $400 non-refundable pet fee

Open Hours
Closed most U.S. holidays


The monthly rental price stated on Craigslist is accurate at the time of post.
Please call to verify all pricing and availability as it may be subject to change daily.

Ballston Park Apartments - An Equal Housing Opportunity
-.: :.- ---..:.----:.....:--:.-- -....:-....:-....:-----:- ---.:...--

rMPeaWV uMPekS fMPeaqJ yMPeySQ MPe pIQgE EtK LMPea EHO / This Property iS AN EquaL HOuSiNg opPortUnitY pRoVIDEr akEZW cveelD yTiC TMPecMDaHp pMPepr
    ",dogs are OK - wooof,apartment,5,w/d in unit,,$1425,,470,http://washingtondc.craigslist.org/nva/apa/4995988687.html
4995992917,Fairfax,US,38.874439,10,-77.308752,VA,available now,38571, 1,1 ,cats are OK - purrr,2015-04-25,"
        ﻿The Falls at Flint Hill10520 Rosehaven Street, Fairfax, VA 22030
show contact info
Copy the URL below and insert into your browser window.
http://www.TheFallsAtFlintHill.AbodeCL.com/u/h2/af/ruben.html?i=UH2AF&r=cl

Floor Plan Details
""Ruben"", 1 bed/1 bath, 825 sqft, Flat/Single Level

FeaturesGranite Countertops in Luxury Kitchens and BathsClean Steel AppliancesMaple Cabinetry & Wood Laminate FloorsSpa Inspired BathsWasher and Dryer in UnitDesigner Fixtures & Appointments9 & 10 Foot CeilingsPrivate Balconies/PatiosCeiling FansAmenitiesClubhouse w/ KitchenUnderground Garage ParkingFitness Center w/ Kids Play RoomResort-Style Swimming Pool and SpaMovie TheaterGame Room w/ Billiard & Poker TableControlled Access Buildings with ElevatorsNear Washington-Dulles International AirportMinutes to George Mason UniversityMinutes to the Vienna Metro StationBus Stop Just Outside of the Community with Routes to the Metro and GMUWALK TO Flint Hill School and Oak Marr Recreation Center and Golf CourseClose to Shopping, Dining and Entertainment at Tysons Corner, Fairfax Corner and Fair Oaks MallSeconds to I-66, Rt. 123/Chain Bridge Road and I-495
The monthly rental price stated on Craigslist is accurate at the time of post.
Please call to verify all pricing and availability as it may be subject to change daily.

The Falls at Flint Hill is an Equal Housing Opportunity Provider
-:. .:- ---::.:----.:::::.--.:-- -::::.-::::.-::::.-----.::::: ---:.:::--

cveelD EHO / This Property iS AN EquaL HOuSiNg opPortUnitY pRoVider RTUnbZa lTUna akEZW TUn pIQgE Pdy pTUnuU yTUnySC TTUncMCYST uTUnuB ObGC FTUnbaw
    ",dogs are OK - wooof,apartment,7,w/d in unit,attached garage,$1575,,825,http://washingtondc.craigslist.org/nva/apa/4995992917.html
4995972292,Gainesville,US,38.797439,10,-77.627493,VA,available now,30000, 2,2 ,,2015-04-25,"
        VIEW OUR WEBSITE:

http://www.somerhillfarms.com

Somerhill Farms, managed by Gates Hudson
7351 Yountville Drive
Gainesville, VA 20155
show contact info


Escape to lush green surroundings and panoramic views of the Blue Ridge Mountains at Somerhill Farms Town and Country Residences, where idyllic settings and convenient living abound!

This apartment features a fully-equipped kitchen with island breakfast bar. 

Monday 8:30am - 5:30pm
Tuesday 8:30am - 5:30pm
Wednesday 8:30am - 5:30pm
Thursday 8:30am - 5:30pm
Friday 8:30am - 5:30pm
Saturday 8:30am - 5:30pm
Sunday 11:00am - 5:00pm

[#1647846]
",,apartment,9,w/d in unit,off-street parking,$1660,,1187,http://washingtondc.craigslist.org/nva/apa/4995972292.html
4995957725,,,38.860400,0,-77.264900,,available now,24545, 1,2 ,cats are OK - purrr,2015-04-25,"
Move in today and pay no Fees for all unit types !! Five minutes from historic Fairfax and 15 minutes from Washington, DC. Fairfax Square has it all - a terrific location in northern Virginia's Fairfax County, close to the Beltway and Washington DC, I-66, Vienna Metro and Old Town Fairfax, plus apartment and townhome plans to suit any lifestyle or taste. The community is close to major shopping attractions, employment centers and George Mason University. No wonder this apartment community has won so many awards! Call Now: 
 show contact info
Additional Information:http://vanmetre.fairfaxsquareapt.com/14w074Fairfax Square Apartments 9860 Fairfax Square , Fairfax, VA, 22031This is a 897 Sq. Ft., 2 Bedroom, 1 Bath, Apartment Home. Apartment Home Features - Brand new clubhouse - 24-hour fitness facility  - Business center  - Wet Bar  - Club room with plasma TV  - Newly renovated homes  - Spacious floorplans  - Sunny, fully-equipped kitchens  - Microwave ovens  - Dishwashers  - Frost-free refrigerators  - Disposals  - Individually controlled heating and air conditioning  - Wall-to-wall carpeting  - Washers and dryers in every home  - Private balconies and terraces  - Vertical or mini-blinds on every window  - Separate dining rooms Community Amenities - 24-hour express maintenance - Concierge Services  - Package Acceptance  - Fireplaces in select homes  - 24-hour emergency response  - Swimming pool with tot wading pool and playground  - Community activities  - Picnic areas with grills  - Flexible Lease Terms Driving Directions Driving Directions: I-495 to Little River Tpk./Fairfax exit (Rte. 236 West). Travel west 4 miles to Fairfax Square on your right. Or 10 blocks east of Courthouse on Mainstreet (Rte. 236). Office Hours Monday to Friday: 9am to 6pmSaturdays: 10am to 5pmSundays: 11am to 5pm Pet Policy No weight limit. Only breed restrictions is pitbulls.  Managed by Van Metre Companies Equal Housing Opportunity Pricing may include current special and is subject to change without notice. Sat, Apr 25, 2015, 11:41:05 32672389465427623 
",dogs are OK - wooof,apartment,11,w/d in unit,off-street parking,$1646,,897,http://washingtondc.craigslist.org/nva/apa/4995957725.html
4995915701,,,38.792493,0,-77.139044,,available now,0, 1,1 ,cats are OK - purrr,2015-06-11,"
        Special: Tour and lease an apartment home within 24 hours of your tour and receive: 
 *Application Fee(s) credited
 *1/2 of administration fee credited ($150)
 *One FREE accent wall 

APARTMENT FEATURES:
*Two-tone paint, crown and chair molding, spacious walk-in closets, deep soaking tubs, full-size washer & dryer, large windows
*Fireplace and vaulted ceiling options available
*Spacious balcony or patio
*Stainless steel and black appliances options available
*Granite countertop options available
*Maple, Cherry Wood and Espresso Kitchen cabinet options avaiable
*Private garages and attached garages on select apartments available

COMMUNITY AMENITIES:
*Complimentary Starbucks coffee and tea EVERYDAY
*Courtesy shuttle to and from the Van Dorn Metro Station 
*Public Transportation steps away from your door
*Community clubhouse with lounge and cyber cafe
*24-hour fitness center with 14 weight training and cardio machines
*Two pools including a lap pool and resort style swimming pool with jacuzzi 
*Picnic and grill area
*Quarterly resident events 
*Business center with wi-fi access and conference room
*Resident car wash area with hoses and vacuum cleaners
 FREE SHUTTLE to Van Dorn Metro Station (Blue Line) during rush hour periods.
LOCATION:
*Less than 1 mile from Van Dorn Metro 
*Close proximity to I-395, I-495, I-95, Route 1
*Restaurants, shopping and entertainment less than 5 miles away
*5 minutes to Kingstowne, Landmark Mall, & Springfield Mall
*10 minutes to Old Towne & Fort Belvoir
*15-20 minutes to Pentagon/Pentagon City and Washington, DC
PET FRIENDLY COMMUNITY:
*Dogs and Cats Welcome
*Up to 2 Pets
*Up to 100 lbs
*Starbarks Dog Park and pet stations throughout the community
*Lots of open space to stroll with your pet
Here at The Ridgeleigh at Van Dorn Metro, we are dedicated to finding the perfect apartment home for you. Contact our leasing office at 
 show contact info
to schedule a personalized tour of your new home!
Open:
Monday - Friday: 9:00am to 6:00pm
Saturday: 10:00am to 5:00pm
Sunday: 12:00pm to 5:00pm
www.ridgeleighapts.com



5901 Coverdale Way
Alexandria, VA 22310

    
*Pricing and availability are subject to change without notice.  Pricing and availability can change daily.  Please contact our leasing office for our most current information.

    ",dogs are OK - wooof,apartment,0,w/d in unit,off-street parking,$1440,,,http://washingtondc.craigslist.org/nva/apa/4995915701.html
4995816026,alexandria,US,38.822835,10,-77.146853,va,available now,38571, 2.5,3 ,cats are OK - purrr,2015-04-25,"
        This 2 level 3 Bedrooms Townhouse offers abundant storage space freeing up clutter in other rooms! It also features a renovated kitchen with new cabinets/countertops, appliances and flooring throughout. Enjoy the large living room, a great open kitchen and floor-to-ceiling large windows to allow the sun to shine through! This Townhouse includes a washer and dryer, spacious closets space and is cable ready.
Beautiful on the inside 
________________________________________
• Gourmet Kitchens 
• Gorgeous Brushed Steel appliances
• Full Size Washer & Dryers 
• Spacious Walk-In Closets
• Convenient Built In Microwave
• Courtyards, Private Gardens and Balconies
• Granite countertops
• Kitchen islands* 
• Microwave 
• Refrigerator with icemaker
• Universal Steel appliances 
• Carpeting in living, dinning & bedroom 
• Balcony or patio

Beautiful on the Outside 
________________________________________
• On Site Bus to Van Dorn Metro - 5 stops on property!
• Large Sparkling Size Pool
• Fitness Center
• Playgrounds
• Picnic Areas with BBQ
• Beautifully Landscaped Grounds
• Fairfax County School District
• Close to I395 and I495
• Great Proximity to Old Town, Arlington and DC
• Walk to many Shops & Restaurants 
• Close to Ft Myer
• Pet stations in nearly every street

CALL US TODAY 
 show contact info
Ask for Koron Libi; Hope to see you soon
",dogs are OK - wooof,townhouse,7,w/d in unit,off-street parking,$2125,,1380,http://washingtondc.craigslist.org/nva/apa/4995816026.html
4988976230,,,,,,,available now,13500, 2,2 ,cats are OK - purrr,2015-05-15,"
        Hi!

We have purchased a home and need someone to take over our lease with the option to renew. We renewed our one lease, so this is our second lease that goes until February 2016. If you take over our lease after May 16th we will pay the $500.00 move in fee AND you have no deposit to put down as we put one down! 

Less than 5 miles to DC
2 Exits from Arlington 
Less than .25 away from 395
Next to Fort Ward Park (playground, running trails, picnic tables)
Complimentary Shuttle to and From Pentagon City Metro 
Secure Entrance with key fob 
24-hour Fitness Center with trainer sessions and classes available 
Theater Room
Community Room with Bar & Pool Table
WiFi Computer Lounge 

Granite countertops in the Kitchen and both bathrooms
Stainless Steel Appliances
Brushed Nickel Finishes
Oversized Patio
Optional Storage Unit $30.00/month 
Easy Parking & free guest parking passes 

Below is a link to the apartment complex. I also attached pictures of the floor plan and pictures of the model unit. 

http://www.bonaventureliving.com/the-encore

$32.00 Application Fee
$500.00 Move in Fee (We will pay this!)
We have put down a deposit, so as long as you have no payment issues you should have NO DEPOSIT!
    ",dogs are OK - wooof,apartment,20,w/d in unit,street parking,$1740,,912,http://washingtondc.craigslist.org/nva/apa/4988976230.html
