,city,country,latitude,location_data_accuracy,longitude,state,availability,average_image_size,bathroom,bedroom,cat,date_available,description,dog,housing_type,image_number,laundry,parking,price,smoking,square_footage,url
4957296436,Manassas,US,38.770700,0,-77.449400,Park,available now,20769, 2,2 ,,2015-03-31,"
        AMENTIES YOU DESERVE, RATES THA YOU WILL LOVE!

Choose from our spacious one and two bedroom floor plans, designed to complement your lifestyle. Relax in the Resident Lounge or enjoy a workout in our state of the art fitness center. Beautiful landscape surrounds the sleek lines of our mid-rise buildings giving the community a classic warmth with a modern twist. The Residences at City Center is a vibrant community that is continuously in motion for play, shopping, dining, and of course living. The Residences at City Center - Live where you live. The Residences at City Center is located in one of Manassas Park's most desired locations; steps away from the Virginia Railway Express station, minutes from Route 28 and Interstate 66.

-Elevators
-Pool
-Walk to train station
-Large fitness center
-Conference/Meeting room
-Air conditioning - central air
-24hr. Business Center
-Short-term lease

Call: 
 show contact info


CITY CENTER APARTMENT HOMES
PRICING/ AVAILABILITY SUBJECT TO CHANGE
EQUAL HOUSING OPPORTUNITY
    ",,apartment,13,w/d in unit,,$1420,,1043,http://washingtondc.craigslist.org/nva/apa/4957296436.html
4994977016,,,38.712835,0,-77.210610,,available now,0, 2.5,3 ,,2015-04-24,"
        3 bedroom, 2.5 bathroom at 8929 Waldren Way Lorton Va 22079 for $2,000/month.
Security deposit and 1 year lease required.

See full details and 10 pictures at http://www.socialserve.com/dbh/ViewUnit/716534

Please call 
 show contact info
or 
 show contact info


Available May 1, 2015
    ",,townhouse,0,w/d in unit,off-street parking,$2000,no smoking,1200,http://washingtondc.craigslist.org/nva/apa/4994977016.html
4990626788,arlington,US,38.856500,0,-77.059200,DC,available now,90000, 2,3 ,,2015-04-22,"
        $1350 looking for roommate  / 3br -LUX  Beautiful, Sunny Three  Bedroom Condo  in beautiful cystal city. sub way ,5 minus  to down town DC




3BR apartment available now
Bright, Sunny Lux beautiful condo 
two full bath, 
Includes washer/dryer, microwave, dishwasher, A/C
across street  to Metro
Two indoor parking space


Just call 
 show contact info


",,condo,3,,,$1450,,,http://washingtondc.craigslist.org/nva/apa/4990626788.html
4991015841,arlington,US,38.856500,0,-77.059200,DC,available now,90000, 2,3 ,,2015-04-22,"
        looking for roommate  / 3br -LUX  Beautiful, Sunny Three  Bedroom Condo  in beautiful cystal city. sub way ,5 minus  to down town DC




3BR apartment available now
Bright, Sunny Lux beautiful condo 
two full bath, 
Includes washer/dryer, microwave, dishwasher, A/C
across street  to Metro
Two indoor parking space
$1500 per month

Just call 
 show contact info


",,condo,3,,,$1500,,,http://washingtondc.craigslist.org/nva/apa/4991015841.html
4967100389,Fairfax,US,38.848701,0,-77.293117,VA,available now,45000, 1,3 ,,2015-06-01,"
        Available June 1st 2015 in the heart of Fairfax City for $2,075/month! Single Family home at the corner of Richard Ave. and Terry in Fairfax City, VA 22031-  By appointment only till our very nice current tenant moves out at the end of May.  Unfurnished, one level home with 3 bedrooms and 1 full bathroom.  Driveway parking and plenty of street parking. Photos of inside home are what it looks like unfurnished.

Minutes:  walk distance to City of Fairfax restaurants and shopping, George Mason University and Northern Virginia Community College Annandale Campus.  Metro Bus line within walking distance and Vienna Metro Station (Orange Line) about 10 minutes away. 

Schools: Daniels Run Elementary/Lanier Middle/Fairfax High Pyramid. 

Located: in the Fairview neighborhood behind Daniels Run Park within walking distance to Daniels Run Elementary.

~Looking for tenant that needs a 1 or more year lease. Two months security deposit required or one month security deposit with good credit.

~Rent includes lawn maintenance, gutter cleaning, HVAC maintenance, & trash removal.

~Tenant responsible for cable/phone/internet, electric, water and renters' insurance.

~Non-smoking environment; pets on a case by case basis and $45 non-refundable processing fee required for application. 

~Homeowner is a licensed Realtor in Virginia call 
 show contact info
and will compensate Realtors
",,house,6,w/d in unit,,$2075,no smoking,1367,http://washingtondc.craigslist.org/nva/apa/4967100389.html
4988488367,,,,,,,available now,33750, 2.5,2 ,,2015-05-01,"
        Single Family House for Rent in the heart of Mclean. Perfect for a small family. Quiet neighborhood, two bedrooms and bath on the main floor, finished attic with bath ideal for home office, finished basement with new washer.  New Hot Water Heater, New Cabinets in Kitchen,  New Fixtures, Freshly Painted, New Carpeting throughout, Fireplace with new Gas Logs, Nice sized covered deck provides a great outdoor living space off of the back of the house.  House is still undergoing some clean up but we are ready to show it.
    ",,house,8,w/d in unit,off-street parking,$3000,no smoking,,http://washingtondc.craigslist.org/nva/apa/4988488367.html
4955723265,arlington,US,38.856500,0,-77.059200,DC,available now,90000, 2,3 ,,2015-04-22,"
        looking for roommate  / 3br -LUX  Beautiful, Sunny Three  Bedroom Condo  in beautiful cystal city. sub way ,5 minus  to down town DC




3BR apartment available now
Bright, Sunny Lux beautiful condo 
two full bath, 
Includes washer/dryer, microwave, dishwasher, A/C
across street  to Metro
Two indoor parking space
$1500 per month

Just call 
 show contact info


",,condo,3,,,$1500,,,http://washingtondc.craigslist.org/nva/apa/4955723265.html
4977163747,annandale,US,38.830700,0,-77.214200,DC,available now,19285, 1,2 ,,2015-06-01,"
        Beautiful and spacious 2 bedroom, 1 bathroom. Full kitchen, washier dryer. Big Backyard with garden.
Quiet street with lots of parking, next to Columbia Pike, walking distance to coffee shops and local businesses. Must see! Available June 1st. Move in on after Memorial Day.
Unfurnished.
    ",dogs are OK - wooof,apartment,14,laundry on site,street parking,$1500,,1300,http://washingtondc.craigslist.org/nva/apa/4977163747.html
4989834309,arlington,US,38.863312,0,-77.083600,va,available now,30000, 1.5,3 ,,2015-06-01,"
        Available June 1, 2015. Email to discuss and we can then speak by phone.

About Your New Rental Home:
This is a *charming* home built in the late 1930s adjacent to a brook and facing a forested area. Beautifully maintained grounds -- don't miss the azaleas in the Spring! Arlington Village offers residents: great outdoor swimming pool, tennis courts, community center (pool, basketball, pingpong) plus tenant and visitor Parking. Whether you own a car or use public transportation, this lovely home is convenient to everything!

UNFURNISHED 3 Bedrooms, 1.5 bath, Hardwoods throughout, Washer/Dryer, Renovated kitchen and bathroom. Remodeled MBR closet with elfa system installed. Outdoor Porch.

More on Bedrooms: 1 Master Bedroom with 1/2 bath, 2 Additional Bedrooms each with sizable closet and windows overlooking Ravine or Courtyard sharing one bathroom.

Arlington County Public Schools are rated top quality.

Amenities within Walking distance (5 minutes or less):
- new Super GIANT grocery in Penrose Square, pharmacies, dry cleaners, yoga studio, kids martial arts studio
- 2 workout gyms (one open 24 hours), 2 Irish pubs, Lost Dog Cafe, Pedro & Vinny's, Bob & Edith's, Menchies Frozen Yogurt, Rappahannock Coffee, Taqueria Poblano's, Farmer's Market, Rite Aid, CVS, Arlington Draft House & Cinema, and The Salsa Room Night Club and Restaurant

Public Transit: Arlington Village has own ART bus to Pentagon City METRO or take nearby ART bus to Ballston Orange line. 
Also DC Metro Buses during rush hour take you straight into the City.

Car: Few minutes drive to I-395 and Pentagon City shopping mall. By car, arrive in downtown DC in 10 minutes.

Deposit: $2596 (but can be distributed across 2 first month's rents)
Lease Duration: 1 year
Reference Check Required.
Credit History may be Checked.

Note: Rooms are also available individually but must be discussed in advance.


",,townhouse,9,w/d in unit,off-street parking,$2550,no smoking,1268,http://washingtondc.craigslist.org/nva/apa/4989834309.html
4980571743,,,,,,,available now,0, 2,4 ,cats are OK - purrr,2015-04-15,"
        Dulles Springfield





























































Delight in the contrast of the laid back atmosphere of the beaches the epicurean delights of St Johns Town Center and the twinkling lights of downtown Jacksonville. Although our,munity is scaled to a more personal size theres a     ling of expansiveness and a surprisingly generous choice of activities just steps from your front door. Once you enter the property the lush landscape will grab your attention immediately. Rather enjoying a day by our resort style pool or getting in your cardio in our 24 Hr Fitness center those are just two of the many amenities that we have here at The Colonnade. Colonnade at Regency is now offering apartments in Phase II with more upscale amenities. TODAY to secure your new home and start REALLY living your best lifeOur,munity participates in the Military Partnership Program. Receive 5 monthly discount off the market  2 bedroom 2 bath with patio is only 8mo for military,munity offers preferred employer program including a 3 monthly discount. for current specials which may offer an even larger discountFloor PlansNameRentBedsFull BathsHalf BathsSqFtThree Bedroom Sunroom1235  12732137Three Bedroom Patio12  12332126Two Bedroom Loft with Sunroom125  1265221465Two Bedroom Patio with Upstairs Loft1215  123221338Two Bedroom Sunroom1  1136221256Two Bedroom patio
 show contact info
ne Bedroom Loft/Patio85  11511138One Bedroom Sunroom with Upstairs Loft
 show contact info
ne Bedroom Sunroom25  61164One Bedroom Patio875  211836
    ",dogs are OK - wooof,house,0,,,$1200,,1417,http://washingtondc.craigslist.org/nva/apa/4980571743.html
4994973545,Alexandria,US,38.758900,0,-77.087300,VA,available now,54000, 2,2 ,cats are OK - purrr,2015-04-24,"
        Please call us at 
 show contact info
for more information or to schedule a tour!

We offer 1, and 2 bedroom luxury apartments in Alexandria VA near metro, featuring top of the line amenities. Schedule your tour of Beacon of Groveton today.

Each spacious floor plan in our community of luxury apartments in Alexandria, VA provides the perfect combination of comfort and convenience that is both exceptionally modern and extremely functional. We present you with an array of options so you can choose a home that best meets the needs of your lifestyle. From studios, to 1 and 2 bedroom apartments in Alexandria that offer bountiful amenities, The Beacon of Groveton offers premium choices, all simply elegant.

If you're searching for luxury apartments, note the impeccable design of our layouts. Roomy, unique and stylish, our apartment homes make distinguished living a reality.

Call us at 
 show contact info
for more information.

Community Amenities:
-FREE Shuttle Service to the Huntington Metro Station!
-Retail and Shopping at Your Doorstep
-Direct Access Parking Garage
-Controlled Access Entry
-Beacon House Theatre featuring State-of-the-Art Media Equipment
-Beacon Beach Club featuring Outdoor Wet Lounge complete with Saltwater Pool and Outdoor Entertainment Area
-Outdoor Year Round Social Area featuring fire pits, water features, Zen seating and more.
-Speakeasy Lounge featuring Trendy Clubroom and Pub with Pool Table and Shuffleboard Table
-Beacon Sky Club- Poker Room and Simulator Video Game room
-Coliseum featuring Functional Fitness Training Center/Expresso Bikes
-Built by Energy Star Green Building Standards
-Morning Coffee Service
-Pooch Hooch Neighborhood Dog Park
-24 Hour Maintenance
-Pet Friendly

Interior Amenities:
-Luxury Studio, 1 and 2 Bedroom Floor Plans Available
-Wood Plank Flooring*
-Custom-paned Noise-reducing Windows*
Espresso Colored Cabinetry
-Kitchen Island w/ Breakfast Bar Seating
-Granite Countertops
-Relaxing Soaking Tubs*
-Glass Panel Walk-in Showers*
-Conveniently Pre-wired for High-speed Data/Phone/Cable
-Individual Climate Control with Energy Saving Programmable Thermostats
-Large Walk-in Closets
-Washer & Dryer (included in every apartment)
-Designer Black Appliances
-Space Saver Microwave Ovens
-9 ft Ceilings with Fans
-Smoke Free & Pet Free Available
-Fantastic DC Monument/Potomac Views*
*In select homes

A quick legal notice: All pricing and promotions subject to change without notice.
Please call the leasing office for daily rates and specials!

TAGS: 6870 Richmond Hwy, Alexandria, VA 22306, The Beacon of Groveton, Groveton apartments, Alexandria Apartments, Washington Apartments, Huntley Meadows Park, Military housing, Mt Vernon, I-95 Apartments, Alexandria rentals, I-495, I-395, Belle Haven, Pet Convenient, Pet Friendly, Dogs, Cats, Washer/Dryer in unit, Washer/Dryer
    ",dogs are OK - wooof,apartment,5,,,$1995,,1244,http://washingtondc.craigslist.org/nva/apa/4994973545.html
4994973823,Woodbrige,US,38.643800,0,-77.345100,VA,available now,67500, 2.5,3 ,,2015-04-24,"
        3 Bed/2Master/3.5baths with very spacious floor plan. Dinning, Living room with big box bay window. Big Kitchen, fully finished basement with REc Room, Storage, and Laundry. 5 min to 395.

15263 BARNABAS TRL, WOODBRIDGE, VA 22193
Rent $1700
Lynn
Fairfax Realty
show contact info
",,townhouse,4,w/d in unit,valet parking,$1700,,,http://washingtondc.craigslist.org/nva/apa/4994973823.html
4994973008,Arlington,US,38.859727,10,-77.055584,VA,available now,45000, 1,1 ,cats are OK - purrr,2015-06-03,"
 CALL US TODAY! 
show contact info
x508 LOFTS 5901 bedroom 1 bath   708sqft   $2,145  DESCRIPTION:  Did you love treehouses as a child? This one bedroom style loft will provide you with the same feelings of energy and calm while providing privacy from the rest of the apartment.  Enjoy loft living with stainless appliances, exposed HVAC, and walk-in closets, all walking distance to Pentagon Row, shopping, dining, and the Metro.  590 S 15th St  Arlington, va 22202  PROPERTY WEBSITE:  http://www.eqrworld.com/virginia/alexandria-arlington-apartments/pentagon-city/lofts-590-apartments.aspx?ilsid=93
",dogs are OK - wooof,apartment,6,w/d in unit,attached garage,$2145,no smoking,708,http://washingtondc.craigslist.org/nva/apa/4994973008.html
4984451790,Woodbrige,US,38.640204,0,-77.269764,DC,available now,0, 2,4 ,,2016-04-18,"
        4 Bedroom, 2 bath, fresh paint, bilevel home located on a quiet street within 2 mi of the VRE. Bonus room on lower level ready to be finished. Spacious LR, kit / DR combo, 2 BRs, & full BA on main level. Rec room, laudry rm on lower level. Large, level lot with a sizable deck and fenced back yard.  

$1500
1473 California st
Woodbridge VA 22191
LYnn La
Fairfax Realty
show contact info


",,house,0,w/d in unit,street parking,$1500,no smoking,,http://washingtondc.craigslist.org/nva/apa/4984451790.html
4964594475,Dumfries,US,38.584573,0,-77.311842,VA,available now,38571,,1,cats are OK - purrr,2016-01-15,"
        Huge Affordable Luxury One Bedroom Corner Unit Apartments Available in Virginia Commons Apartments. 2 floor plans available ranging from 770 sq ft to 950 sq ft. 

No Maximum Income Limitation 

- Washer & Dryer in Unit 
- Rent includes parking , water/sewer, trash
- Balcony or Patio Available 

- Amenities: Fenced In Community, Swimming Pool, BBQ Picnic Area & Playground 

- Fantastic Location minutes to VRE Station, SLUG Line, Shopping & Restaurants 

- Located across the street from the new Wal-Mart on Rt. 1.

- Professional On-Site Management 

- $1,150 - $1,285 per month depending on unit (patio/upper level) 
- Application Fee = $35 per adult or $60 for married couple 
- Security Deposit = $500+ depending on your credit 
- Special Military Discounted Security Deposit = $250 
- Small Pets Under 35 pounds Allowed with Pet Deposit and Pet Fee 

Leasing Office: 3335 William Johnston Lane #11 Dumfries, VA 22026 
show contact info
or 
 show contact info
 for more information. 

Open M - F 9-6; Sat 10-2
    ",dogs are OK - wooof,apartment,7,,,$1150,,,http://washingtondc.craigslist.org/nva/apa/4964594475.html
4964594080,Dumfries,US,38.584564,0,-77.311832,VA,available now,33750,,2,cats are OK - purrr,2015-12-28,"
        Affordable Luxury 2 Bedroom 2 Bath Apartments Available in Virginia Commons Apartments.  Come see huge apartment homes in our fenced in community

Rent $ 1,250 - $1,350 per month depending on unit (balcony/patio) and size (940 - 1,000 sq ft)
- washer & dryer in unit
- rent includes 2 car parking spaces, water/sewer/trash
- balcony or patio available
- swimming pool, BBQ picnic area & playground
- fenced in community

Fantastic location minutes to VRE Station, SLUG pickup lot, shopping & restaurants -- across the street from Super Walmart on Rt. 1.  4 miles against traffic to Quantico.

Small Pets Allowed w/ security deposit

LEASING OFFICE: 3335 WILLIAM JOHNSTON LANE #11, DUMFRIES VA 22026
show contact info

show contact info

OPEN M-F 9-6 AND SAT 10-2

Verison FIOS Internet/TV/phone available
    ",dogs are OK - wooof,apartment,8,,,$1250,,,http://washingtondc.craigslist.org/nva/apa/4964594080.html
4994961566,Leesburg,US,39.104448,0,-77.532000,VA,available now,33750, 2.5,3 ,,2015-05-01,"
        Lovely 3br, 2 full & 2 half bath townhouse located next to the Leesburg Outlet Shopping Mall off of Rt. 7.  This townhouse has 1900 sq ft of living space, one car garage and a finished basement.  The neighborhood offers a basketball court, two tennis courts, a large swimming pool and several child friendly play areas. 

Whole house is currently being painted. 

No pets
No third party payers
No subleasing
    ",,townhouse,8,w/d in unit,attached garage,$1900,no smoking,1900,http://washingtondc.craigslist.org/nva/apa/4994961566.html
4994949546,Leesburg,US,39.123089,5,-77.550889,va,available now,54000, 1,1 ,,2015-04-24,"
        The Town Houses Basement (second unit)
•	One living Room(118""x199"")
•	One Bedroom(107""x155"") 
•	One Full Bath Room
•	Kitchen (dishwasher sink, microwave, stove, refrigerator & cabinet)
•	Private Laundry 
•	Separate Entrance from Backyard
•	No Pet, No Smoke
•	Security Deposit Required
•	Two References Required 
•	Utility are included (Electric, Water & Gas)
•	Free Wi-Fi & Cable
",,apartment,5,w/d in unit,street parking,$10500,no smoking,,http://washingtondc.craigslist.org/nva/apa/4994949546.html
4994949004,,,,,,,available now,0, 2.5,3 ,cats are OK - purrr,2015-04-24,"
        The Townhouse:
- 3 levels
- 3 bed rooms upstairs
- 2 full bath upstairs (1 in master, 1 in hallway)
- double vanities in both; soak in tub in master bath with a separate shower room 
- Beautiful living room with large windows, and a nice view 
- kitchen with electric stove, dish washer, plenty of cabinet space
- Half bathroom on the main floor for easy access
- Walk out to woods with patio door
- Large size washer and dryer
- Garage and drive parking.
- additional reserved parking
- END UNIT in a cul-de-sac with a lot of privacy and more than ample space around
- Club house across the street.
- swimming pool/basketball courts/ toddler friendly play areas/ safe community
- about 7 minutes from the park and ride with express buses to DC.
- Hardwood floors on the ground and through out the main level.
- Fireplace in rec room.
- Indoor access to garage
- Open floor plan
- beautiful lake with walkway across the club house!
- easy access to Fort Belvoir, Quantico, and Potomac Mills Mall

Close to tons of shopping and restaurants. Close to major highways and roads. A Must SEE!

Contact for details.



",dogs are OK - wooof,townhouse,0,w/d in unit,attached garage,$1899,,,http://washingtondc.craigslist.org/nva/apa/4994949004.html
4982869965,,,,,,,available now,0, 2,5 ,cats are OK - purrr,2015-04-17,"
        Vienna Woodbridge





























































Stay, play and enjoy this totally remodeled, resort style, all new furniture 2/2 suite: Smart TV, memory foam beds, Washer/Dryer in unit, etc. Ocean view from balcony. Full service Amenities Bldg. with Bay front Pool& Spa, Gym, kids room and more. Garage PRIVATE SELF PARKING. Walking distance to ocean beach, supermarket    next door, shops, restaurants, parks and all around prestigious Sunny Isles with its own Grade School. AVAILABLE April 27.
    ",dogs are OK - wooof,house,0,,,$1495,,1522,http://washingtondc.craigslist.org/nva/apa/4982869965.html
4994956748,,,,,,,available now,54000, 1,1 ,,2015-07-01,"
        This Apt has a separate entrance with walk down stairs, to a spacious apartment of private home. located in a safe and well established neighborhood in Alexandria,VA, known as Beverly Hills, that is known for beautifully landscaped atmosphere. Apt includes, separate bedroom and bath, plenty of storage, full kitchen, washer/dryer in the unit. Use of the an outside patio. Location is ideal for individuals who are interested to be minutes away from Washington DC, Norther Virginia and still avoid most of the rush our traffic of this metropolitan area. Location of this apt is highly demanded because it is minutes away from I-495, I-95,I-66, and Reagan Airport,Washington DC, Historic Old Town Alexandria, walking distance to metro buses. minutes away from shopping centers, major retail stores, restaurants, entertainments, and more. Utilities include Gas, Electric,Water/Sewage. Cable and Internet negotiable.
Will be available by end of June. Tel:
 show contact info

or 
 show contact info


",,apartment,5,w/d in unit,street parking,$1700,,1600,http://washingtondc.craigslist.org/nva/apa/4994956748.html
4994956682,Arlington,US,38.857685,10,-77.048941,VA,available now,90000, 2,2 ,cats are OK - purrr,2015-04-24,"
        This 1,002 sq-ft sixth floor apartment features an open kitchen with beautiful floor-to-ceiling windows. Enjoy benefits of living on the end of the building allowing your master bedroom and its master bathroom the luxury of no neighbor! The second bedroom is located on the opposite end of the apartment which can be used as a guest room, office or perfect second bedroom for a roommate.
    ",dogs are OK - wooof,apartment,3,w/d in unit,attached garage,$2035,no smoking,1002,http://washingtondc.craigslist.org/nva/apa/4994956682.html
4994941451,,,,,,,available now,20769, 1,2 ,,2015-05-01,"
        - Beautifully renovated 2 BR, 1.5 Bathroom Ground Floor apartment in a very nice location.

- Very Large Condo, walk in closet and Full size Laundry room, Dining Area, Very large master Bedroom, Small second room/ Den and one Bath.

Note - Second room is without window and has a closet, Can be used as a optional bed room / Office room / DEN.

Conveniently located , Metro Bus stop near the condo and 1 Miles to Monroe Park & Ride and 1/2 mile to Worldgate Center in Herndon, 3 min drive to New Wiehle Ave Metro Station.  
Very Close to RT 28, 267, Fairfax County Parkway and Reston Parkway.

- Renovated with Brand New Carpet, Freshly Painted & New Appliances including Washer/Dryer.

- New kitchen cabinets and counter tops. 

 - Fully renovated bathrooms. 

 - Close to public transportation & Park/Ride to DC 

 - 1 Yr Lease 

All utilities are ELECTRIC and paid by tenant.


Picasa Web Photos - https://plus.google.com/photos/112738015518629321227/albums/5749609866254436209?authkey=CKGI-Iu1mf-kSQ

One Month security deposit is required.
    ",,condo,13,w/d in unit,off-street parking,$1350,,1050,http://washingtondc.craigslist.org/nva/apa/4994941451.html
4963226557,,,38.853740,0,-77.105418,,available now,12272, 2,2 ,cats are OK - purrr,2015-06-01,"
        A well-loved, spacious condo near Washington, DC; within one mile of Shirlington restaurants and shops; and with access to Arlington County parks and Arlington County Schools.  The Condo has a full living room, dining room, den, two bedrooms and two bathrooms; two walk in closets; recent paint, hardwood floors and carpeting; and comes with indoor parking.  The building has a large gym, tennis court, swimming pool, business center, and other great amenities.  The condo comes with an indoor parking space and a large storage.  

If you are interested, please contact us to schedule a time to view the property, as we have tenants occupying the property until 06/01/15.
    ",dogs are OK - wooof,condo,22,w/d in unit,attached garage,$2050,no smoking,1150,http://washingtondc.craigslist.org/nva/apa/4963226557.html
4984030477,,,,,,,available now,90000, 3.5,5 ,cats are OK - purrr,2015-04-30,"
        **YOU KNOW YOU DESERVE YOUR OWN HOME SO LET ME HELP YOU ACHIEVE THAT**
Basically, if you have a credit score of 620-you can buy now-620 down to 580-programs available to help assist in the buying process. You work so hard for your money and when you rent, it is like throwing it out the window. You just see no rewards!
When you own a home you will see a difference in thousands every year from the difference of your mortgage payment verses what you paid for rent. You also receive hundreds in income taxes every month on that hard working paycheck. You also don't have to make as much income when you buy verses when you rent, (kind of a crazy thought huh?) You also will have much more of a house with the same payment of a mortgage verses a rental. Of course, let's not forget about the Investment! This giving you and your family the peace and stability you have worked so hard for. If you are ready to take that step, we are here to make it happen. Please send your credit score-annual income-how long at place of employment-phone number-are you in a lease now and when does it expire-any foreclosures or bankruptcies in the past- Once we receive your information by text or email provided above, someone will be with you soon after. Thank you and I look forward to guiding you through the front door of your own home.  *My information is provided in the reply option above*
*The price listed is an estimated payment--everyone and every home is different*  All Virginia
          **Hurry while the rates are low and grab one of the many stunning homes available**
Picture shown is for advertisement purposes only.
    ",dogs are OK - wooof,house,3,w/d in unit,attached garage,$2400,,,http://washingtondc.craigslist.org/nva/apa/4984030477.html
4989026761,,,38.471800,22,-77.510200,,available now,0, 1.5,2 ,,2015-05-01,"
        Beautiful TH with bay windows
3 Level
2 Bedroom, 1.5 bath
new floor, new wall
Laundry w/d inside
Good schools 
Mall next to it. Restaurants next to it. Easy to access everywhere
No pets, No section 8

403 Madison Ct, Stafford, VA 22556
Text: 
 show contact info

Available May 1 to May 4th.
",,townhouse,0,w/d in unit,,$1150,,1300,http://washingtondc.craigslist.org/nva/apa/4989026761.html
4976467211,,,,,,,available now,90000, 3,4 ,cats are OK - purrr,2016-03-25,"
        Are we back to the home searching again?
Why not make this the last time and switch over to home ownership and save 1000s yearly.
Have stability
Have peace
Have 100s extra money each month in your paycheck in income taxes.
Have 100s extra money each month for having a mortgage payment instead of a rental payment.
Have payments of only around six hundred fifty a month for every one hundred thousand mortgaged.
Have nobody telling you what to do under your own roof.
Have one of the biggest investments in your life.
Credit must be at least 600.  We provide all the little to NO money down loans, lowest rates and more options to help lower your monthly payment.                                  
Please send me the following information and I will be in touch shortly after.
A. credit Score B. phone no. C. how long at place of employment D. annual income
*My information is provided in the reply above, thank you*I am a licensed real estate agent and partnered with an excellent licensed lender*
*The price listed is an estimated payment---everyone and every home is different.  Thousands of beautiful homes available to accommodate all price ranges*   I can send listings of everything available in your approved/comfortable monthly payment range anywhere in Virginia.  
{The image provided is for advertisement purposes only}
    ",dogs are OK - wooof,townhouse,3,w/d in unit,attached garage,$1595,,,http://washingtondc.craigslist.org/nva/apa/4976467211.html
4994941870,Arlington,US,38.860533,10,-77.059568,VA,available now,38571, 2,2 ,cats are OK - purrr,2015-04-24,"
Park at Pentagon Row CALL US: 
 show contact info
Want more information? http://unit-availability.com/lead/401715434951/1?extnId=4407893 2 Bedrooms K  2  bed / 2 bath / 1278 sq ft / $2,635 - $2,907  Located in the heart of Pentagon City just steps to Pentagon City Metro and a short walk to Fashion Center. Enjoy the 24-hour rooftop fitness center, deck, on-site convenience store and valet dry cleaner, and nearby public tennis courts and park.  This open layout park view apartment includes stainless steel applicances with washer and dryer.  Floor Plan/Unit Amenities:  * Private Patio  * Garage  * View  * Large Closets  * Private Balcony  * Air Conditioning  * Washer/Dryer in Unit CALL US TODAY!
show contact info
 Park at Pentagon Row  801 15th St S Arlington, va 22202  PROPERTY WEBSITE:  http://www.eqrworld.com/virginia/alexandria-arlington-apartments/pentagon-city/park-at-pentagon-row-apartments.aspx?ilsid=93 Equal Housing Opportunity
    ",dogs are OK - wooof,apartment,7,w/d in unit,attached garage,$1278,no smoking,1278,http://washingtondc.craigslist.org/nva/apa/4994941870.html
4991376179,Falls,US,38.858374,5,-77.148893,Church,available now,0, 2,2 ,,2015-06-01,"
        Condo for rent at 3245 Rio Drive, Falls Church, VA 22041

$1800 per month (includes ALL utilities)
2 br / 2 FULL baths.

Available 6/1/2015
Less than 0.5 mile away from Seven Corners, VA; located adjacent to JEB Stuart High School
    ",,condo,0,,,$1800,,,http://washingtondc.craigslist.org/nva/apa/4991376179.html
4986944048,Alexandria,US,38.837200,0,-77.064000,VA,available now,67500, 1,1 ,,2015-07-01,"
        This Apt has a separate entrance with walk down stairs, to a spacious apartment of private home. located in a safe and well established neighborhood in Alexandria,VA, known as Beverly Hills, that is known for beautifully landscaped atmosphere. Apt includes, separate bedroom and bath, plenty of storage, full kitchen, washer/dryer in the unit. Use of the an outside patio. Location is ideal for individuals who are interested to be minutes away from Washington DC, Norther Virginia and still avoid most of the rush our traffic of this metropolitan area. Location of this apt is highly demanded because it is minutes away from I-495, I-95,I-66, and Reagan Airport,Washington DC, Historic Old Town Alexandria, walking distance to metro buses. minutes away from shopping centers, major retail stores, restaurants, entertainments, and more. Utilities include Gas, Electric,Water/Sewage. Cable and Internet negotiable.
Will be available by end of June. Tel:
 show contact info

or 
 show contact info


",,apartment,4,w/d in unit,street parking,$1500,,1600,http://washingtondc.craigslist.org/nva/apa/4986944048.html
4994930365,Ashburn,US,39.035703,0,-77.498596,VA,available now,24545, 1,1 ,,2015-04-24,"
        Beautiful apartment in one of Ashburn prime condos. Pristine one bedroom, one bath ground level in Westmaren. Porcelain tile floor throughout! Newer kitchen with maple cabinets, granite countertops and stainless steel appliances! Family room off kitchen. Community features include clubhouse with event lounge, fitness center and swimming pool.
Walking distance from shopping mall/ supermarket/ Starbucks and more.
    ",,condo,11,w/d in unit,off-street parking,$1300,,737,http://washingtondc.craigslist.org/nva/apa/4994930365.html
4962314521,Oak,US,38.914044,0,-77.390399,Hill,available now,90000, 2.5,4 ,,2015-06-15,"
        AVAILABLE JUNE 15, 2015

Enjoy living on the farm at Franklin Farm an 850 acre development located in Fairfax County.  When it was built one fifth of the land area was established as open space  There are 13 miles of trails, 6 fishing ponds, 6 tennis courts, 2 swimming pools, 14 tot lots, 3 multipurpose courts, 1 sand volleyball court, recreation center and 180 acres of open space.  Oak Hill is adjacent to Reston and Herndon.

http://www.franklinfarm.org

Crossfield Elementary,  Carson Middle and Oakton High School

5 minute drive to Wiehle-Reston Metro Station. Silverlinemetro.com with a 3,300 car parking garage.

Tucked inside a cul-de-sac (no street traffic), this 4 bedroom 2 and one-half bath 2 car garage with walk out basement has new flooring throughout and paint.  

One months rent security deposit plus first months rent upfront plus $35 credit check fee for each adult on the lease.

Call Bob's cell today 
 show contact info
",,house,3,laundry in bldg,attached garage,$2695,,3470,http://washingtondc.craigslist.org/nva/apa/4962314521.html
